lastUpdatedAt,actualLandingTime,aircraftRegistration,estimatedLandingTime,expectedTimeOnBelt,flightDirection,flightName,flightNumber,gate,pier,id,isOperationalFlight,mainFlight,prefixIATA,prefixICAO,airlineCode,scheduleDateTime,scheduleDate,scheduleTime,serviceType,terminal,schemaVersion,aircraftType_iataMain,aircraftType_iataSub,baggageClaim_belts,codeshares_codeshares,publicFlightState_flightStates,route_destinations,route_eu,route_visa,actualOffBlockTime,expectedSecurityFilter,checkinAllocations_checkinAllocations,expectedTimeBoarding,expectedTimeGateClosing,expectedTimeGateOpen
2025-03-04T02:01:47.178+01:00,2025-03-04T00:20:00.000+01:00,PHYHC,2025-03-04T00:32:00.000+01:00,2025-03-04T00:57:55.000+01:00,A,HV6888,6888,Z10,Z,141847971462553648,True,HV6888,HV,TRA,164.0,2025-03-04T00:15:00.000+01:00,2025-03-04,00:15:00,J,1.0,4,32S,32Q,['2'],['KL2746'],"['ARR', 'EXP']",['KEF'],S,False,,,,,,
2025-03-04T02:01:47.178+01:00,2025-03-04T00:20:00.000+01:00,PHYHC,2025-03-04T00:32:00.000+01:00,2025-03-04T00:57:55.000+01:00,A,KL2746,2746,Z10,Z,141847971840725908,True,HV6888,KL,KLM,100.0,2025-03-04T00:15:00.000+01:00,2025-03-04,00:15:00,J,1.0,4,32S,32Q,['2'],['KL2746'],"['ARR', 'EXP']",['KEF'],S,False,,,,,,
2025-03-04T10:18:11.356+01:00,,,2025-03-04T22:45:00.000+01:00,,A,OR3721,3721,,,141847972418068644,True,OR3721,OR,TFL,231.0,2025-03-04T00:20:00.000+01:00,2025-03-04,00:20:00,J,,4,737,7M8,,,"['SCH', 'EXP']","['VXE', 'SID']",N,False,,,,,,
2025-03-04T02:06:59.167+01:00,2025-03-04T00:15:00.000+01:00,PHHXO,2025-03-04T00:12:00.000+01:00,2025-03-04T01:00:09.000+01:00,A,HV5662,5662,D60,D,141847971462446706,True,HV5662,HV,TRA,164.0,2025-03-04T00:30:00.000+01:00,2025-03-04,00:30:00,J,1.0,4,737,73H,['6'],"['DL7520', 'KL2574']","['ARR', 'EXP']",['LPA'],S,False,,,,,,
2025-03-04T02:06:59.167+01:00,2025-03-04T00:15:00.000+01:00,PHHXO,2025-03-04T00:12:00.000+01:00,2025-03-04T01:00:09.000+01:00,A,DL7520,7520,D60,D,141847970870411404,True,HV5662,DL,DAL,58.0,2025-03-04T00:30:00.000+01:00,2025-03-04,00:30:00,J,1.0,4,737,73H,['6'],"['DL7520', 'KL2574']","['ARR', 'EXP']",['LPA'],S,False,,,,,,
2025-03-04T02:06:59.167+01:00,2025-03-04T00:15:00.000+01:00,PHHXO,2025-03-04T00:12:00.000+01:00,2025-03-04T01:00:09.000+01:00,A,KL2574,2574,D60,D,141847971840720650,True,HV5662,KL,KLM,100.0,2025-03-04T00:30:00.000+01:00,2025-03-04,00:30:00,J,1.0,4,737,73H,['6'],"['DL7520', 'KL2574']","['ARR', 'EXP']",['LPA'],S,False,,,,,,
2024-10-16T15:17:07.059+02:00,,,,,A,HV6904,6904,,,141847971462555786,False,HV6904,HV,,,2025-03-04T00:35:00.000+01:00,2025-03-04,00:35:00,J,,4,73H,73H,,,['SCH'],"['DXB', 'ATH']",N,False,,,,,,
2024-08-22T10:40:37.943+02:00,,,,,A,HV6308,6308,,,141847971462539366,False,HV6308,HV,,,2025-03-04T00:45:00.000+01:00,2025-03-04,00:45:00,J,,4,73H,73H,,,['SCH'],['BEY'],N,False,,,,,,
2025-03-04T00:51:35.939+01:00,2025-03-04T00:32:00.000+01:00,PHCKC,2025-03-04T00:30:00.000+01:00,,A,MP9462,9462,,,141847972133796092,True,MP9462,MP,MPH,122.0,2025-03-04T00:55:00.000+01:00,2025-03-04,00:55:00,F,,4,74F,74Y,,,"['LND', 'EXP']","['HKG', 'DWC']",N,False,,,,,,
2025-03-04T05:09:23.353+01:00,2025-03-04T04:48:41.000+01:00,OELYA,2025-03-04T04:48:52.000+01:00,,A,QY1446,1446,,,141847972721472058,True,QY1446,QY,BCS,289.0,2025-03-04T05:10:00.000+01:00,2025-03-04,05:10:00,F,,4,76F,76Y,,,"['LND', 'EXP']",['LEJ'],S,False,,,,,,
2025-03-04T05:35:26.381+01:00,2025-03-04T05:17:07.000+01:00,OEIXF,2025-03-04T05:16:14.000+01:00,,A,FX4235,4235,,,141847971192455048,True,FX4235,FX,FDX,219.0,2025-03-04T05:15:00.000+01:00,2025-03-04,05:15:00,F,,4,73F,73K,,,['LND'],['CDG'],S,False,,,,,,
2025-03-04T08:48:42.347+01:00,2025-03-04T06:08:58.000+01:00,PHBVP,2025-03-04T06:08:32.000+01:00,2025-03-04T07:20:16.273+01:00,A,KL0714,714,E24,E,141847971840523070,True,KL0714,KL,KLM,100.0,2025-03-04T05:45:00.000+01:00,2025-03-04,05:45:00,J,4.0,4,777,77W,['19'],,"['ARR', 'EXP']",['PBM'],N,False,,,,,,
2025-03-04T07:43:43.189+01:00,2025-03-04T05:35:34.000+01:00,PHBHL,2025-03-04T05:35:13.000+01:00,2025-03-04T06:53:10.080+01:00,A,KL0810,810,F7,F,141847971840525800,True,KL0810,KL,KLM,100.0,2025-03-04T05:50:00.000+01:00,2025-03-04,05:50:00,J,3.0,4,787,789,['17'],"['AF8398', 'MH5632']","['ARR', 'EXP']","['CGK', 'KUL']",N,False,,,,,,
2025-03-04T07:43:43.189+01:00,2025-03-04T05:35:34.000+01:00,PHBHL,2025-03-04T05:35:13.000+01:00,2025-03-04T06:53:10.080+01:00,A,AF8398,8398,F7,F,141847970431954094,True,KL0810,AF,AFR,80.0,2025-03-04T05:50:00.000+01:00,2025-03-04,05:50:00,J,3.0,4,787,789,['17'],"['AF8398', 'MH5632']","['ARR', 'EXP']","['CGK', 'KUL']",N,False,,,,,,
2025-03-04T07:43:43.189+01:00,2025-03-04T05:35:34.000+01:00,PHBHL,2025-03-04T05:35:13.000+01:00,2025-03-04T06:53:10.080+01:00,A,MH5632,5632,F7,F,141847972103409546,True,KL0810,MH,MAS,5065.0,2025-03-04T05:50:00.000+01:00,2025-03-04,05:50:00,J,3.0,4,787,789,['17'],"['AF8398', 'MH5632']","['ARR', 'EXP']","['CGK', 'KUL']",N,False,,,,,,
2025-03-04T07:43:44.187+01:00,2025-03-04T05:43:46.000+01:00,PHBVD,2025-03-04T05:44:09.000+01:00,2025-03-04T06:52:48.430+01:00,A,KL0590,590,F8,F,141847971840518178,True,KL0590,KL,KLM,100.0,2025-03-04T05:50:00.000+01:00,2025-03-04,05:50:00,J,3.0,4,777,77W,['17'],"['AF8248', 'DL9373']",['ARR'],['ACC'],N,False,,,,,,
2025-03-04T07:43:44.187+01:00,2025-03-04T05:43:46.000+01:00,PHBVD,2025-03-04T05:44:09.000+01:00,2025-03-04T06:52:48.430+01:00,A,AF8248,8248,F8,F,141847970431950986,True,KL0590,AF,AFR,80.0,2025-03-04T05:50:00.000+01:00,2025-03-04,05:50:00,J,3.0,4,777,77W,['17'],"['AF8248', 'DL9373']",['ARR'],['ACC'],N,False,,,,,,
2025-03-04T07:43:44.187+01:00,2025-03-04T05:43:46.000+01:00,PHBVD,2025-03-04T05:44:09.000+01:00,2025-03-04T06:52:48.430+01:00,A,DL9373,9373,F8,F,141847970870608916,True,KL0590,DL,DAL,58.0,2025-03-04T05:50:00.000+01:00,2025-03-04,05:50:00,J,3.0,4,777,77W,['17'],"['AF8248', 'DL9373']",['ARR'],['ACC'],N,False,,,,,,
2025-03-04T07:24:49.152+01:00,2025-03-04T05:47:52.000+01:00,PHBQB,2025-03-04T05:48:07.000+01:00,2025-03-04T06:50:33.827+01:00,A,DL9667,9667,E2,E,141847970870617064,True,KL0624,DL,DAL,58.0,2025-03-04T05:55:00.000+01:00,2025-03-04,05:55:00,J,2.0,4,777,772,['8'],"['AF6695', 'DL9667', 'VS7113']",['ARR'],['ATL'],N,False,,,,,,
2025-03-04T07:24:49.152+01:00,2025-03-04T05:47:52.000+01:00,PHBQB,2025-03-04T05:48:07.000+01:00,2025-03-04T06:50:33.827+01:00,A,VS7113,7113,E2,E,141847973393021090,True,KL0624,VS,VIR,181.0,2025-03-04T05:55:00.000+01:00,2025-03-04,05:55:00,J,2.0,4,777,772,['8'],"['AF6695', 'DL9667', 'VS7113']",['ARR'],['ATL'],N,False,,,,,,
2025-03-04T07:24:49.152+01:00,2025-03-04T05:47:52.000+01:00,PHBQB,2025-03-04T05:48:07.000+01:00,2025-03-04T06:50:33.827+01:00,A,KL0624,624,E2,E,141847971840520406,True,KL0624,KL,KLM,100.0,2025-03-04T05:55:00.000+01:00,2025-03-04,05:55:00,J,2.0,4,777,772,['8'],"['AF6695', 'DL9667', 'VS7113']",['ARR'],['ATL'],N,False,,,,,,
2025-03-04T07:24:49.152+01:00,2025-03-04T05:47:52.000+01:00,PHBQB,2025-03-04T05:48:07.000+01:00,2025-03-04T06:50:33.827+01:00,A,AF6695,6695,E2,E,141847970431759690,True,KL0624,AF,AFR,80.0,2025-03-04T05:55:00.000+01:00,2025-03-04,05:55:00,J,2.0,4,777,772,['8'],"['AF6695', 'DL9667', 'VS7113']",['ARR'],['ATL'],N,False,,,,,,
2025-03-04T07:40:54.230+01:00,2025-03-04T05:57:58.000+01:00,N413DX,2025-03-04T05:58:29.000+01:00,2025-03-04T07:05:03.848+01:00,A,DL0046,46,E18,E,141847970869688732,True,DL0046,DL,DAL,58.0,2025-03-04T05:55:00.000+01:00,2025-03-04,05:55:00,J,3.0,4,330,339,['16'],"['AF5591', 'KL6070', 'VS3928']",['ARR'],['JFK'],N,False,,,,,,
2025-03-04T07:40:54.230+01:00,2025-03-04T05:57:58.000+01:00,N413DX,2025-03-04T05:58:29.000+01:00,2025-03-04T07:05:03.848+01:00,A,AF5591,5591,E18,E,141847970431655638,True,DL0046,AF,AFR,80.0,2025-03-04T05:55:00.000+01:00,2025-03-04,05:55:00,J,3.0,4,330,339,['16'],"['AF5591', 'KL6070', 'VS3928']",['ARR'],['JFK'],N,False,,,,,,
2025-03-04T07:40:54.230+01:00,2025-03-04T05:57:58.000+01:00,N413DX,2025-03-04T05:58:29.000+01:00,2025-03-04T07:05:03.848+01:00,A,KL6070,6070,E18,E,141847971841112176,True,DL0046,KL,KLM,100.0,2025-03-04T05:55:00.000+01:00,2025-03-04,05:55:00,J,3.0,4,330,339,['16'],"['AF5591', 'KL6070', 'VS3928']",['ARR'],['JFK'],N,False,,,,,,
2025-03-04T07:40:54.230+01:00,2025-03-04T05:57:58.000+01:00,N413DX,2025-03-04T05:58:29.000+01:00,2025-03-04T07:05:03.848+01:00,A,VS3928,3928,E18,E,141847973392637854,True,DL0046,VS,VIR,181.0,2025-03-04T05:55:00.000+01:00,2025-03-04,05:55:00,J,3.0,4,330,339,['16'],"['AF5591', 'KL6070', 'VS3928']",['ARR'],['JFK'],N,False,,,,,,
2025-03-04T06:52:35.186+01:00,2025-03-04T05:21:33.000+01:00,N814NW,2025-03-04T05:21:35.000+01:00,2025-03-04T06:22:34.036+01:00,A,DL0132,132,E8,E,141847970869691388,True,DL0132,DL,DAL,58.0,2025-03-04T06:00:00.000+01:00,2025-03-04,06:00:00,J,3.0,4,330,333,['15'],"['AF5606', 'KL6018', 'VS3929']","['ARR', 'EXP']",['DTW'],N,False,,,,,,
2025-03-04T06:52:35.186+01:00,2025-03-04T05:21:33.000+01:00,N814NW,2025-03-04T05:21:35.000+01:00,2025-03-04T06:22:34.036+01:00,A,AF5606,5606,E8,E,141847970431657720,True,DL0132,AF,AFR,80.0,2025-03-04T06:00:00.000+01:00,2025-03-04,06:00:00,J,3.0,4,330,333,['15'],"['AF5606', 'KL6018', 'VS3929']","['ARR', 'EXP']",['DTW'],N,False,,,,,,
2025-03-04T06:52:35.186+01:00,2025-03-04T05:21:33.000+01:00,N814NW,2025-03-04T05:21:35.000+01:00,2025-03-04T06:22:34.036+01:00,A,KL6018,6018,E8,E,141847971841111748,True,DL0132,KL,KLM,100.0,2025-03-04T06:00:00.000+01:00,2025-03-04,06:00:00,J,3.0,4,330,333,['15'],"['AF5606', 'KL6018', 'VS3929']","['ARR', 'EXP']",['DTW'],N,False,,,,,,
2025-03-04T06:52:35.186+01:00,2025-03-04T05:21:33.000+01:00,N814NW,2025-03-04T05:21:35.000+01:00,2025-03-04T06:22:34.036+01:00,A,VS3929,3929,E8,E,141847973392637856,True,DL0132,VS,VIR,181.0,2025-03-04T06:00:00.000+01:00,2025-03-04,06:00:00,J,3.0,4,330,333,['15'],"['AF5606', 'KL6018', 'VS3929']","['ARR', 'EXP']",['DTW'],N,False,,,,,,
2025-03-04T07:20:04.180+01:00,2025-03-04T05:25:43.000+01:00,PHAKF,2025-03-04T05:25:57.000+01:00,2025-03-04T06:19:42.341+01:00,A,DL9507,9507,F5,F,141847970870613882,True,KL0588,DL,DAL,58.0,2025-03-04T06:00:00.000+01:00,2025-03-04,06:00:00,J,3.0,4,330,333,['16'],"['AF5479', 'DL9507']","['ARR', 'EXP']",['LOS'],N,False,,,,,,
2025-03-04T07:20:04.180+01:00,2025-03-04T05:25:43.000+01:00,PHAKF,2025-03-04T05:25:57.000+01:00,2025-03-04T06:19:42.341+01:00,A,KL0588,588,F5,F,141847971840518120,True,KL0588,KL,KLM,100.0,2025-03-04T06:00:00.000+01:00,2025-03-04,06:00:00,J,3.0,4,330,333,['16'],"['AF5479', 'DL9507']","['ARR', 'EXP']",['LOS'],N,False,,,,,,
2025-03-04T07:20:04.180+01:00,2025-03-04T05:25:43.000+01:00,PHAKF,2025-03-04T05:25:57.000+01:00,2025-03-04T06:19:42.341+01:00,A,AF5479,5479,F5,F,141847970431652768,True,KL0588,AF,AFR,80.0,2025-03-04T06:00:00.000+01:00,2025-03-04,06:00:00,J,3.0,4,330,333,['16'],"['AF5479', 'DL9507']","['ARR', 'EXP']",['LOS'],N,False,,,,,,
